	price	index_id	date
698	12506.29	TAIEX	2013/10/30
699	12484.12	TAIEX	2013/10/31
700	12392.72	TAIEX	2013/11/1
701	12342.42	TAIEX	2013/11/4
702	12206.6	TAIEX	2013/11/5
703	12236.03	TAIEX	2013/11/6
704	12238.63	TAIEX	2013/11/7
705	12158.67	TAIEX	2013/11/8
706	12089.19	TAIEX	2013/11/11
707	12108.03	TAIEX	2013/11/12
708	11973.58	TAIEX	2013/11/13
709	12018.87	TAIEX	2013/11/14
710	12081.23	TAIEX	2013/11/15
711	12102.42	TAIEX	2013/11/18
712	12204	TAIEX	2013/11/19
713	12121.64	TAIEX	2013/11/20
714	11966.49	TAIEX	2013/11/21
715	11992.09	TAIEX	2013/11/22
716	12096.6	TAIEX	2013/11/25
717	12185.99	TAIEX	2013/11/26
718	12256.71	TAIEX	2013/11/27
719	12355.03	TAIEX	2013/11/28
720	12420.62	TAIEX	2013/11/29
721	12432.12	TAIEX	2013/12/2
722	12399.53	TAIEX	2013/12/3
723	12437.12	TAIEX	2013/12/4
724	12374.39	TAIEX	2013/12/5
725	12362.84	TAIEX	2013/12/6
726	12476.46	TAIEX	2013/12/9
727	12474.64	TAIEX	2013/12/10
728	12460.42	TAIEX	2013/12/11
729	12353.41	TAIEX	2013/12/12
730	12376.47	TAIEX	2013/12/13
731	12283.49	TAIEX	2013/12/16
732	12341.2	TAIEX	2013/12/17
733	12335.45	TAIEX	2013/12/18
734	12421.68	TAIEX	2013/12/19
735	12423.35	TAIEX	2013/12/20
736	12494.16	TAIEX	2013/12/23
737	12485.35	TAIEX	2013/12/24
738	12510.85	TAIEX	2013/12/25
739	12537.65	TAIEX	2013/12/26
740	12610.27	TAIEX	2013/12/27
741	12740.86	TAIEX	2013/12/30
742	12723.25	TAIEX	2013/12/31
743	12724.76	TAIEX	2014/1/2
744	12627.25	TAIEX	2014/1/3
745	12558.51	TAIEX	2014/1/6
746	12576.67	TAIEX	2014/1/7
747	12641.24	TAIEX	2014/1/8
748	12580.19	TAIEX	2014/1/9
749	12601.86	TAIEX	2014/1/10
750	12656.3	TAIEX	2014/1/13
751	12629.61	TAIEX	2014/1/14
752	12710.01	TAIEX	2014/1/15
753	12724.13	TAIEX	2014/1/16
754	12700.33	TAIEX	2014/1/17
755	12738.09	TAIEX	2014/1/20
756	12706.1	TAIEX	2014/1/21
757	12743.62	TAIEX	2014/1/22
758	12698.99	TAIEX	2014/1/23
759	12703.74	TAIEX	2014/1/24
760	12503.19	TAIEX	2014/1/27
761	12210.52	TAIEX	2014/2/5
762	12279.27	TAIEX	2014/2/6
763	12392.05	TAIEX	2014/2/7
764	12398.85	TAIEX	2014/2/10
765	12455.9	TAIEX	2014/2/11
766	12574.55	TAIEX	2014/2/12
767	12510.77	TAIEX	2014/2/13
768	12578.7	TAIEX	2014/2/14
769	12587.38	TAIEX	2014/2/17
770	12641.57	TAIEX	2014/2/18
771	12672.27	TAIEX	2014/2/19
772	12594.87	TAIEX	2014/2/20
773	12708.98	TAIEX	2014/2/21
774	12648.05	TAIEX	2014/2/24
775	12670.22	TAIEX	2014/2/25
776	12707.52	TAIEX	2014/2/26
777	12764.71	TAIEX	2014/2/27
778	12709.17	TAIEX	2014/3/3
779	12639.07	TAIEX	2014/3/4
780	12754.9	TAIEX	2014/3/5
781	12874.36	TAIEX	2014/3/6
782	12874.61	TAIEX	2014/3/7
783	12802.63	TAIEX	2014/3/10
784	12857.42	TAIEX	2014/3/11
785	12831.42	TAIEX	2014/3/12
786	12924.6	TAIEX	2014/3/13
787	12835.7	TAIEX	2014/3/14
788	12854.13	TAIEX	2014/3/17
789	12901.18	TAIEX	2014/3/18
790	12838.42	TAIEX	2014/3/19
791	12702.29	TAIEX	2014/3/20
792	12672.52	TAIEX	2014/3/21
793	12714.19	TAIEX	2014/3/24
794	12838.18	TAIEX	2014/3/25
795	12909.05	TAIEX	2014/3/26
796	12971.54	TAIEX	2014/3/27
797	12964.26	TAIEX	2014/3/28
798	13074.55	TAIEX	2014/3/31
799	13109.8	TAIEX	2014/4/1
800	13157.54	TAIEX	2014/4/2
801	13132.55	TAIEX	2014/4/3
802	13114.68	TAIEX	2014/4/7
803	13132.12	TAIEX	2014/4/8
804	13194.65	TAIEX	2014/4/9
805	13220.54	TAIEX	2014/4/10
806	13161.37	TAIEX	2014/4/11
807	13086.56	TAIEX	2014/4/14
808	13174.17	TAIEX	2014/4/15
809	13184.68	TAIEX	2014/4/16
810	13214.73	TAIEX	2014/4/17
811	13247.97	TAIEX	2014/4/18
812	13225.12	TAIEX	2014/4/21
813	13259.86	TAIEX	2014/4/22
814	13233.58	TAIEX	2014/4/23
815	13216.64	TAIEX	2014/4/24
816	12963.49	TAIEX	2014/4/25
817	13016.08	TAIEX	2014/4/28
818	13108.27	TAIEX	2014/4/29
819	12989.08	TAIEX	2014/4/30
820	13101.2	TAIEX	2014/5/2
821	13105.79	TAIEX	2014/5/5
822	13168.26	TAIEX	2014/5/6
823	13139.93	TAIEX	2014/5/7
824	13195.79	TAIEX	2014/5/8
825	13134.9	TAIEX	2014/5/9
826	13015.09	TAIEX	2014/5/12
827	13028.88	TAIEX	2014/5/13
828	13113.43	TAIEX	2014/5/14
829	13121.71	TAIEX	2014/5/15
830	13133.24	TAIEX	2014/5/16
831	13150.15	TAIEX	2014/5/19
832	13132.26	TAIEX	2014/5/20
833	13095.15	TAIEX	2014/5/21
834	13253.58	TAIEX	2014/5/22
835	13310.6	TAIEX	2014/5/23
836	13351.82	TAIEX	2014/5/26
837	13380.3	TAIEX	2014/5/27
838	13478.45	TAIEX	2014/5/28
839	13459.67	TAIEX	2014/5/29
840	13410.77	TAIEX	2014/5/30
841	13481.03	TAIEX	2014/6/3
842	13475.99	TAIEX	2014/6/4
843	13506.67	TAIEX	2014/6/5
844	13497.41	TAIEX	2014/6/6
845	13539.2	TAIEX	2014/6/9
846	13627.81	TAIEX	2014/6/10
847	13638.78	TAIEX	2014/6/11
848	13601.71	TAIEX	2014/6/12
849	13589.51	TAIEX	2014/6/13
850	13599.18	TAIEX	2014/6/16
851	13655.75	TAIEX	2014/6/17
852	13715.55	TAIEX	2014/6/18
853	13770.13	TAIEX	2014/6/19
854	13706.67	TAIEX	2014/6/20
855	13647.54	TAIEX	2014/6/23
856	13683.8	TAIEX	2014/6/24
857	13677.97	TAIEX	2014/6/25
858	13799.93	TAIEX	2014/6/26
859	13789.21	TAIEX	2014/6/27
860	13919.39	TAIEX	2014/6/30
861	14008.09	TAIEX	2014/7/1
862	14073.18	TAIEX	2014/7/2
863	14150.71	TAIEX	2014/7/3
864	14147.69	TAIEX	2014/7/4
865	14167.45	TAIEX	2014/7/7
866	14187.05	TAIEX	2014/7/8
867	14143.48	TAIEX	2014/7/9
868	14265.25	TAIEX	2014/7/10
869	14164.84	TAIEX	2014/7/11
870	14248.39	TAIEX	2014/7/14
871	14324.83	TAIEX	2014/7/15
872	14217.5	TAIEX	2014/7/16
873	14131.31	TAIEX	2014/7/17
874	14123.25	TAIEX	2014/7/18
875	14185.04	TAIEX	2014/7/21
876	14275.64	TAIEX	2014/7/22
877	14332.24	TAIEX	2014/7/24
878	14205.41	TAIEX	2014/7/25
879	14179.32	TAIEX	2014/7/28
880	14143.74	TAIEX	2014/7/29
881	14233.38	TAIEX	2014/7/30
882	14045.85	TAIEX	2014/7/31
883	13981.9	TAIEX	2014/8/1
884	14080.22	TAIEX	2014/8/4
885	13799.12	TAIEX	2014/8/5
886	13810.94	TAIEX	2014/8/6
887	13802.59	TAIEX	2014/8/7
888	13734.72	TAIEX	2014/8/8
889	13877.16	TAIEX	2014/8/11
890	13863.92	TAIEX	2014/8/12
891	13981.02	TAIEX	2014/8/13
892	13994.5	TAIEX	2014/8/14
893	13958.89	TAIEX	2014/8/15
894	13860.15	TAIEX	2014/8/18
895	14021.51	TAIEX	2014/8/19
896	14089.9	TAIEX	2014/8/20
897	14042.36	TAIEX	2014/8/21
898	14235.45	TAIEX	2014/8/22
899	14255.34	TAIEX	2014/8/25
900	14263.04	TAIEX	2014/8/26
901	14404.3	TAIEX	2014/8/27
902	14417.62	TAIEX	2014/8/28
903	14355.86	TAIEX	2014/8/29
904	14473.43	TAIEX	2014/9/1
905	14303.09	TAIEX	2014/9/2
906	14380.67	TAIEX	2014/9/3
907	14348.55	TAIEX	2014/9/4
908	14320.25	TAIEX	2014/9/5
909	14361.1	TAIEX	2014/9/9
910	14243.68	TAIEX	2014/9/10
911	14190.93	TAIEX	2014/9/11
912	14040.06	TAIEX	2014/9/12
913	14031.35	TAIEX	2014/9/15
914	13903.39	TAIEX	2014/9/16
915	13999.46	TAIEX	2014/9/17
916	14063.2	TAIEX	2014/9/18
917	14068.41	TAIEX	2014/9/19
918	13907.34	TAIEX	2014/9/22
919	13831.59	TAIEX	2014/9/23
920	13852.97	TAIEX	2014/9/24
921	13720.67	TAIEX	2014/9/25
922	13687.59	TAIEX	2014/9/26
923	13643.44	TAIEX	2014/9/29
924	13652.82	TAIEX	2014/9/30
925	13688.43	TAIEX	2014/10/1
926	13665.49	TAIEX	2014/10/2
927	13865.1	TAIEX	2014/10/3
928	13848.15	TAIEX	2014/10/6
929	13765.43	TAIEX	2014/10/7
930	13635.06	TAIEX	2014/10/8
931	13652.2	TAIEX	2014/10/9
932	13263.86	TAIEX	2014/10/13
933	13351.45	TAIEX	2014/10/14
934	13179.56	TAIEX	2014/10/15
935	13146.35	TAIEX	2014/10/16
936	12962.43	TAIEX	2014/10/17
937	13191.22	TAIEX	2014/10/20
938	13178.29	TAIEX	2014/10/21
939	13321.71	TAIEX	2014/10/22
940	13294.67	TAIEX	2014/10/23
941	13165.15	TAIEX	2014/10/24
942	13137.39	TAIEX	2014/10/27
943	13359.35	TAIEX	2014/10/28
944	13557.61	TAIEX	2014/10/29
945	13533.83	TAIEX	2014/10/30
946	13666.06	TAIEX	2014/10/31
947	13711.89	TAIEX	2014/11/3
948	13688.01	TAIEX	2014/11/4
949	13647.54	TAIEX	2014/11/5
950	13538.54	TAIEX	2014/11/6
951	13571.43	TAIEX	2014/11/7
952	13780.59	TAIEX	2014/11/10
953	13756.52	TAIEX	2014/11/11
954	13581.11	TAIEX	2014/11/12
955	13675.1	TAIEX	2014/11/13
956	13678.46	TAIEX	2014/11/14
957	13528.49	TAIEX	2014/11/17
958	13489.93	TAIEX	2014/11/18
959	13648.55	TAIEX	2014/11/19
960	13824.62	TAIEX	2014/11/20
961	13843.91	TAIEX	2014/11/21
962	13890.8	TAIEX	2014/11/24
963	13881.53	TAIEX	2014/11/25
964	13890.9	TAIEX	2014/11/26
965	13956.24	TAIEX	2014/11/27
966	13989.51	TAIEX	2014/11/28
967	13883.77	TAIEX	2014/12/1
968	13757.5	TAIEX	2014/12/2
969	13971.4	TAIEX	2014/12/3
970	14047.32	TAIEX	2014/12/4
971	14019.08	TAIEX	2014/12/5
972	13989.72	TAIEX	2014/12/8
973	13900.81	TAIEX	2014/12/9
974	13753.49	TAIEX	2014/12/10
975	13724.43	TAIEX	2014/12/11
976	13746.14	TAIEX	2014/12/12
977	13682.65	TAIEX	2014/12/15
978	13629.79	TAIEX	2014/12/16
979	13443.16	TAIEX	2014/12/17
980	13519.71	TAIEX	2014/12/18
981	13703.79	TAIEX	2014/12/19
982	13849.19	TAIEX	2014/12/22
983	13853.31	TAIEX	2014/12/23
984	13988.02	TAIEX	2014/12/24
985	13946.19	TAIEX	2014/12/25
986	14030.5	TAIEX	2014/12/26
987	14037.24	TAIEX	2014/12/27
988	14140.45	TAIEX	2014/12/29
989	14113.28	TAIEX	2014/12/30
990	14172.4	TAIEX	2014/12/31
991	14121.92	TAIEX	2015/1/5
992	13778.14	TAIEX	2015/1/6
993	13826.48	TAIEX	2015/1/7
994	14066.99	TAIEX	2015/1/8
995	14032.8	TAIEX	2015/1/9
996	13976.03	TAIEX	2015/1/12
997	14057.49	TAIEX	2015/1/13
998	13978.97	TAIEX	2015/1/14
999	13955.91	TAIEX	2015/1/15
1000	13915.11	TAIEX	2015/1/16
1001	13969.58	TAIEX	2015/1/19
1002	14087.79	TAIEX	2015/1/20
1003	14191.36	TAIEX	2015/1/21
1004	14267.19	TAIEX	2015/1/22
1005	14421.64	TAIEX	2015/1/23
1006	14431.89	TAIEX	2015/1/26
1007	14498.77	TAIEX	2015/1/27
1008	14482.51	TAIEX	2015/1/28
1009	14354.58	TAIEX	2015/1/29
1010	14255.62	TAIEX	2015/1/30
1011	14293.82	TAIEX	2015/2/2
1012	14387.81	TAIEX	2015/2/3
1013	14487.09	TAIEX	2015/2/4
1014	14484.24	TAIEX	2015/2/5
1015	14399.17	TAIEX	2015/2/6
1016	14346.36	TAIEX	2015/2/9
1017	14304.03	TAIEX	2015/2/10
1018	14408.36	TAIEX	2015/2/11
1019	14460.27	TAIEX	2015/2/12
1020	14510.83	TAIEX	2015/2/13
1021	14662.89	TAIEX	2015/2/24
1022	14769.74	TAIEX	2015/2/25
1023	14651.82	TAIEX	2015/2/26
1024	14620.23	TAIEX	2015/3/2
1025	14626.95	TAIEX	2015/3/3
1026	14651.25	TAIEX	2015/3/4
1027	14610.68	TAIEX	2015/3/5
1028	14687.87	TAIEX	2015/3/6
1029	14561.8	TAIEX	2015/3/9
1030	14521.51	TAIEX	2015/3/10
1031	14501.2	TAIEX	2015/3/11
1032	14612.07	TAIEX	2015/3/12
1033	14586.72	TAIEX	2015/3/13
1034	14485.55	TAIEX	2015/3/16
1035	14525.95	TAIEX	2015/3/17
1036	14699.53	TAIEX	2015/3/18
1037	14826.37	TAIEX	2015/3/19
1038	14846.1	TAIEX	2015/3/20
1039	14858.89	TAIEX	2015/3/23
1040	14818.64	TAIEX	2015/3/24
1041	14721.45	TAIEX	2015/3/25
1042	14647.28	TAIEX	2015/3/26
1043	14471.56	TAIEX	2015/3/27
1044	14499.19	TAIEX	2015/3/30
1045	14597.52	TAIEX	2015/3/31
1046	14477.55	TAIEX	2015/4/1
1047	14618.65	TAIEX	2015/4/2
1048	14681.97	TAIEX	2015/4/7
1049	14575.48	TAIEX	2015/4/8
1050	14569.5	TAIEX	2015/4/9
1051	14645.11	TAIEX	2015/4/10
1052	14719.46	TAIEX	2015/4/13
1053	14682.46	TAIEX	2015/4/14
1054	14526.9	TAIEX	2015/4/15
1055	14704.76	TAIEX	2015/4/16
1056	14573.9	TAIEX	2015/4/17
1057	14546.37	TAIEX	2015/4/20
1058	14517.63	TAIEX	2015/4/21
1059	14637.96	TAIEX	2015/4/22
1060	14918.89	TAIEX	2015/4/23
1061	15095.2	TAIEX	2015/4/24
1062	15186.32	TAIEX	2015/4/27
1063	15161.52	TAIEX	2015/4/28
1064	15004.68	TAIEX	2015/4/29
1065	14953.23	TAIEX	2015/4/30
1066	14991.62	TAIEX	2015/5/4
1067	14953.69	TAIEX	2015/5/5
1068	14950.75	TAIEX	2015/5/6
1069	14777.02	TAIEX	2015/5/7
1070	14758.59	TAIEX	2015/5/8
1071	14715.52	TAIEX	2015/5/11
1072	14741.41	TAIEX	2015/5/12
1073	14807.48	TAIEX	2015/5/13
1074	14635.25	TAIEX	2015/5/14
1075	14587.52	TAIEX	2015/5/15
1076	14628.05	TAIEX	2015/5/18
1077	14796.58	TAIEX	2015/5/19
1078	14748.68	TAIEX	2015/5/20
1079	14586.12	TAIEX	2015/5/21
1080	14677.84	TAIEX	2015/5/22
1081	14687.55	TAIEX	2015/5/25
1082	14724.46	TAIEX	2015/5/26
1083	14761.36	TAIEX	2015/5/27
1084	14790.76	TAIEX	2015/5/28
1085	14772.83	TAIEX	2015/5/29
1086	14658.67	TAIEX	2015/6/1
1087	14641.27	TAIEX	2015/6/2
1088	14553.47	TAIEX	2015/6/3
1089	14236.88	TAIEX	2015/6/4
1090	14223.93	TAIEX	2015/6/5
1091	14267.25	TAIEX	2015/6/8
1092	13999.29	TAIEX	2015/6/9
1093	14161.7	TAIEX	2015/6/10
1094	14167.97	TAIEX	2015/6/11
1095	14167.12	TAIEX	2015/6/12
1096	14103.6	TAIEX	2015/6/15
1097	14032.87	TAIEX	2015/6/16
1098	13998.95	TAIEX	2015/6/17
1099	14042.92	TAIEX	2015/6/18
1100	14232.05	TAIEX	2015/6/22
1101	14309.65	TAIEX	2015/6/23
1102	14319.17	TAIEX	2015/6/24
1103	14440.35	TAIEX	2015/6/25
1104	14428.68	TAIEX	2015/6/26
1105	14144.9	TAIEX	2015/6/29
1106	14307.35	TAIEX	2015/6/30
1107	14401.91	TAIEX	2015/7/1
1108	14416.53	TAIEX	2015/7/2
1109	14391.89	TAIEX	2015/7/3
1110	14239.1	TAIEX	2015/7/6
1111	14237.53	TAIEX	2015/7/7
1112	13817.85	TAIEX	2015/7/8
1113	13743.06	TAIEX	2015/7/9
1114	13936.67	TAIEX	2015/7/13
1115	13962.85	TAIEX	2015/7/14
1116	14016.79	TAIEX	2015/7/15
1117	14033.93	TAIEX	2015/7/16
1118	14041.88	TAIEX	2015/7/17
1119	13937.12	TAIEX	2015/7/20
1120	13991.22	TAIEX	2015/7/21
1121	13862.71	TAIEX	2015/7/22
1122	13685.18	TAIEX	2015/7/23
1123	13658.28	TAIEX	2015/7/24
1124	13330.86	TAIEX	2015/7/27
1125	13378.88	TAIEX	2015/7/28
1126	13362.86	TAIEX	2015/7/29
1127	13511.41	TAIEX	2015/7/30
1128	13538.36	TAIEX	2015/7/31
1129	13319.24	TAIEX	2015/8/3
1130	13309.81	TAIEX	2015/8/4
1131	13359.35	TAIEX	2015/8/5
1132	13235.14	TAIEX	2015/8/6
1133	13224.89	TAIEX	2015/8/7
1134	13281.67	TAIEX	2015/8/10
1135	13175.1	TAIEX	2015/8/11
1136	13003.75	TAIEX	2015/8/12
1137	13070.77	TAIEX	2015/8/13
1138	13061.76	TAIEX	2015/8/14
1139	12921.88	TAIEX	2015/8/17
1140	12866.52	TAIEX	2015/8/18
1141	12623.03	TAIEX	2015/8/19
1142	12639.66	TAIEX	2015/8/20
1143	12257.34	TAIEX	2015/8/21
1144	11666.06	TAIEX	2015/8/24
1145	12088.44	TAIEX	2015/8/25
1146	12153.54	TAIEX	2015/8/26
1147	12337.12	TAIEX	2015/8/27
1148	12645.42	TAIEX	2015/8/28
1149	12894.35	TAIEX	2015/8/31
1150	12651.38	TAIEX	2015/9/1
1151	12681.59	TAIEX	2015/9/2
1152	12808.8	TAIEX	2015/9/3
1153	12657.98	TAIEX	2015/9/4
1154	12636.28	TAIEX	2015/9/7
1155	12660.12	TAIEX	2015/9/8
1156	13111.99	TAIEX	2015/9/9
1157	13083.26	TAIEX	2015/9/10
1158	13142.05	TAIEX	2015/9/11
1159	13145.15	TAIEX	2015/9/14
1160	13070.62	TAIEX	2015/9/15
1161	13186.61	TAIEX	2015/9/16
1162	13364.37	TAIEX	2015/9/17
1163	13390.69	TAIEX	2015/9/18
1164	13147.31	TAIEX	2015/9/21
1165	13240.85	TAIEX	2015/9/22
1166	12967.82	TAIEX	2015/9/23
1167	12856.92	TAIEX	2015/9/24
1168	12871.55	TAIEX	2015/9/25
1169	12948.92	TAIEX	2015/9/30
1170	13130.68	TAIEX	2015/10/1
1171	13145.07	TAIEX	2015/10/2
1172	13219.98	TAIEX	2015/10/5
1173	13286.04	TAIEX	2015/10/6
1174	13446.11	TAIEX	2015/10/7
1175	13368.45	TAIEX	2015/10/8
1176	13570.69	TAIEX	2015/10/12
1177	13561.51	TAIEX	2015/10/13
1178	13489.63	TAIEX	2015/10/14
1179	13615.03	TAIEX	2015/10/15
1180	13620.47	TAIEX	2015/10/16
1181	13662.48	TAIEX	2015/10/19
1182	13697.47	TAIEX	2015/10/20
1183	13627.23	TAIEX	2015/10/21
1184	13626.3	TAIEX	2015/10/22
1185	13729.75	TAIEX	2015/10/23
1186	13843	TAIEX	2015/10/26
1187	13773.29	TAIEX	2015/10/27
1188	13717.37	TAIEX	2015/10/28
1189	13567.14	TAIEX	2015/10/29
1190	13540.6	TAIEX	2015/10/30
1191	13636.3	TAIEX	2015/11/2
1192	13792.14	TAIEX	2015/11/3
1193	14019.85	TAIEX	2015/11/4
1194	14009.04	TAIEX	2015/11/5
1195	13761.14	TAIEX	2015/11/6
1196	13680.33	TAIEX	2015/11/9
1197	13513.2	TAIEX	2015/11/10
1198	13320.26	TAIEX	2015/11/11
1199	13340.97	TAIEX	2015/11/12
1200	13184.9	TAIEX	2015/11/13
1201	13130.94	TAIEX	2015/11/16
1202	13327.25	TAIEX	2015/11/17
1203	13202.28	TAIEX	2015/11/18
1204	13418.72	TAIEX	2015/11/19
1205	13400.13	TAIEX	2015/11/20
1206	13432.22	TAIEX	2015/11/23
1207	13296.85	TAIEX	2015/11/24
1208	13274.68	TAIEX	2015/11/25
1209	13431.02	TAIEX	2015/11/26
1210	13294.11	TAIEX	2015/11/27
1211	13170.98	TAIEX	2015/11/30
1212	13396.84	TAIEX	2015/12/1
1213	13387.49	TAIEX	2015/12/2
1214	13385.38	TAIEX	2015/12/3
1215	13294.42	TAIEX	2015/12/4
1216	13382.54	TAIEX	2015/12/7
1217	13207.77	TAIEX	2015/12/8
1218	13026.93	TAIEX	2015/12/9
1219	13005.65	TAIEX	2015/12/10
1220	12846.91	TAIEX	2015/12/11
1221	12727.03	TAIEX	2015/12/14
1222	12779.57	TAIEX	2015/12/15
1223	12955.77	TAIEX	2015/12/16
1224	13169.48	TAIEX	2015/12/17
1225	13070.79	TAIEX	2015/12/18
1226	13110.11	TAIEX	2015/12/21
1227	13126.86	TAIEX	2015/12/22
1228	13163.19	TAIEX	2015/12/23
1229	13176.9	TAIEX	2015/12/24
1230	13238.52	TAIEX	2015/12/25
1231	13230.93	TAIEX	2015/12/28
1232	13128.71	TAIEX	2015/12/29
1233	13106.66	TAIEX	2015/12/30
1234	13198.59	TAIEX	2015/12/31
1235	12844.34	TAIEX	2016/1/4
1236	12782.35	TAIEX	2016/1/5
1237	12648.25	TAIEX	2016/1/6
1238	12429.29	TAIEX	2016/1/7
1239	12495.63	TAIEX	2016/1/8
1240	12328.55	TAIEX	2016/1/11
1241	12296.93	TAIEX	2016/1/12
1242	12385.83	TAIEX	2016/1/13
1243	12256.45	TAIEX	2016/1/14
1244	12286.75	TAIEX	2016/1/15
1245	12364.57	TAIEX	2016/1/18
1246	12433.75	TAIEX	2016/1/19
1247	12187.2	TAIEX	2016/1/20
1248	12131.61	TAIEX	2016/1/21
1249	12277.51	TAIEX	2016/1/22
1250	12495.91	TAIEX	2016/1/25
1251	12392.26	TAIEX	2016/1/26
1252	12425.75	TAIEX	2016/1/27
1253	12513.24	TAIEX	2016/1/28
1254	12791.05	TAIEX	2016/1/29
1255	12893.32	TAIEX	2016/1/30
1256	12911.93	TAIEX	2016/2/1
1257	12871.2	TAIEX	2016/2/2
1258	12763.19	TAIEX	2016/2/3
1259	12768.75	TAIEX	2016/2/15
1260	12999.16	TAIEX	2016/2/16
1261	13002.6	TAIEX	2016/2/17
1262	13161.56	TAIEX	2016/2/18
1263	13177.98	TAIEX	2016/2/19
1264	13180.58	TAIEX	2016/2/22
1265	13193.18	TAIEX	2016/2/23
1266	13111.21	TAIEX	2016/2/24
1267	13242.6	TAIEX	2016/2/25
1268	13314.3	TAIEX	2016/2/26
1269	13432.27	TAIEX	2016/3/1
1270	13524.65	TAIEX	2016/3/2
1271	13631.89	TAIEX	2016/3/3
1272	13682.17	TAIEX	2016/3/4
1273	13707.48	TAIEX	2016/3/7
1274	13715.02	TAIEX	2016/3/8
1275	13667.22	TAIEX	2016/3/9
1276	13709.32	TAIEX	2016/3/10
1277	13781.24	TAIEX	2016/3/11
1278	13847.34	TAIEX	2016/3/14
1279	13630.92	TAIEX	2016/3/15
1280	13770.16	TAIEX	2016/3/16
1281	13826.18	TAIEX	2016/3/17
1282	13946.77	TAIEX	2016/3/18
1283	13949.92	TAIEX	2016/3/21
1284	13907.14	TAIEX	2016/3/22
1285	13876.13	TAIEX	2016/3/23
1286	13840.19	TAIEX	2016/3/24
1287	13779.38	TAIEX	2016/3/25
1288	13756.4	TAIEX	2016/3/28
1289	13640.69	TAIEX	2016/3/29
1290	13830.15	TAIEX	2016/3/30
1291	13842.48	TAIEX	2016/3/31
1292	13704.33	TAIEX	2016/4/1
1293	13475.98	TAIEX	2016/4/6
1294	13439.5	TAIEX	2016/4/7
1295	13520.62	TAIEX	2016/4/8
1296	13554	TAIEX	2016/4/11
1297	13504.28	TAIEX	2016/4/12
1298	13695.67	TAIEX	2016/4/13
1299	13720.4	TAIEX	2016/4/14
1300	13772.14	TAIEX	2016/4/15
1301	13717.71	TAIEX	2016/4/18
1302	13666.6	TAIEX	2016/4/19
1303	13477.84	TAIEX	2016/4/20
1304	13563.59	TAIEX	2016/4/21
1305	13511.51	TAIEX	2016/4/22
1306	13550.35	TAIEX	2016/4/25
1307	13584.04	TAIEX	2016/4/26
1308	13554.74	TAIEX	2016/4/27
1309	13413.57	TAIEX	2016/4/28
1310	13261.65	TAIEX	2016/4/29
1311	13129.04	TAIEX	2016/5/3
1312	12957.15	TAIEX	2016/5/4
1313	12929.43	TAIEX	2016/5/5
1314	12895.87	TAIEX	2016/5/6
1315	12872.76	TAIEX	2016/5/9
1316	12911.48	TAIEX	2016/5/10
1317	12878.78	TAIEX	2016/5/11
1318	12835.23	TAIEX	2016/5/12
1319	12749.18	TAIEX	2016/5/13
1320	12771.19	TAIEX	2016/5/16
1321	12886.55	TAIEX	2016/5/17
1322	12916.95	TAIEX	2016/5/18
1323	12816.12	TAIEX	2016/5/19
1324	12871.97	TAIEX	2016/5/20
1325	13209.44	TAIEX	2016/5/23
1326	13140.13	TAIEX	2016/5/24
1327	13291.38	TAIEX	2016/5/25
1328	13288.09	TAIEX	2016/5/26
1329	13398.19	TAIEX	2016/5/27
1330	13512.57	TAIEX	2016/5/30
1331	13512.13	TAIEX	2016/5/31
1332	13609.6	TAIEX	2016/6/1
1333	13544.71	TAIEX	2016/6/2
1334	13598.38	TAIEX	2016/6/3
1335	13605.05	TAIEX	2016/6/4
1336	13613.81	TAIEX	2016/6/6
1337	13744.93	TAIEX	2016/6/7
1338	13801.32	TAIEX	2016/6/8
1339	13517.66	TAIEX	2016/6/13
1340	13581.06	TAIEX	2016/6/14
1341	13629.59	TAIEX	2016/6/15
1342	13452.09	TAIEX	2016/6/16
1343	13569.18	TAIEX	2016/6/17
1344	13661.23	TAIEX	2016/6/20
1345	13756.79	TAIEX	2016/6/21
1346	13807.06	TAIEX	2016/6/22
1347	13751.3	TAIEX	2016/6/23
1348	13436.89	TAIEX	2016/6/24
1349	13520.95	TAIEX	2016/6/27
1350	13596.83	TAIEX	2016/6/28
1351	13728.77	TAIEX	2016/6/29
1352	13869.89	TAIEX	2016/6/30
1353	13986.37	TAIEX	2016/7/1
1354	14044.9	TAIEX	2016/7/4
1355	13977.7	TAIEX	2016/7/5
1356	13766.24	TAIEX	2016/7/6
1357	13888.96	TAIEX	2016/7/7
1358	14128.03	TAIEX	2016/7/11
1359	14234.16	TAIEX	2016/7/12
1360	14282.59	TAIEX	2016/7/13
1361	14308.93	TAIEX	2016/7/14
1362	14457.21	TAIEX	2016/7/15
1363	14558.82	TAIEX	2016/7/18
1364	14619.8	TAIEX	2016/7/19
1365	14580.73	TAIEX	2016/7/20
1366	14700.09	TAIEX	2016/7/21
1367	14630.38	TAIEX	2016/7/22
1368	14603.09	TAIEX	2016/7/25
1369	14670.69	TAIEX	2016/7/26
1370	14735.18	TAIEX	2016/7/27
1371	14762.78	TAIEX	2016/7/28
1372	14622.84	TAIEX	2016/7/29
1373	14792.04	TAIEX	2016/8/1
1374	14784.5	TAIEX	2016/8/2
1375	14680.28	TAIEX	2016/8/3
1376	14729.33	TAIEX	2016/8/4
1377	14852.69	TAIEX	2016/8/5
